test-accuracy,test-loss,train-accuracy,train-loss,wm-accuracy,wm-loss
0.6004999876022339,6.9363175491333005,0.6086500287055969,6.953919732666016,0.6200000047683716,6.307119369506836
0.6944000124931335,4.092623840332031,0.7057666778564453,4.153841959635416,0.5899999737739563,8.554329032897948
0.5741999745368958,6.852606250762939,0.5890499949455261,6.779930139923096,0.6700000166893005,6.80129379272461
0.5745999813079834,6.817752511596679,0.5842833518981934,6.807205773544312,0.6000000238418579,0.9210345935821533
0.6833999752998352,5.379796242523193,0.6968500018119812,5.3838327805837,0.5899999737739563,8.554329032897948
0.6862000226974487,5.016996947479248,0.6989666819572449,4.989215369415283,0.7599999904632568,4.203206005096436
0.5859000086784363,5.818067394256592,0.5949333310127258,5.848591411209107,0.7599999904632568,4.179176025390625
0.5867999792098999,6.749301900482178,0.5968833565711975,6.707951709111532,0.7599999904632568,4.3893293762207035
0.6883999705314636,4.974816686248779,0.7019000053405762,4.984888776906331,0.7699999809265137,0.7598537111282349
0.6973000168800354,4.799086001586914,0.7085000276565552,4.802455206298828,0.6899999976158142,5.937645645141601
0.6855000257492065,4.849180857086182,0.7003666758537292,4.797245466613769,0.7799999713897705,0.7828795480728149
0.5782999992370605,7.4235819183349605,0.5871999859809875,7.397202729670207,0.550000011920929,6.295978145599365
0.5849999785423279,6.537969021606445,0.5966833233833313,6.508485438410441,0.7699999809265137,4.105547485351562
0.5900999903678894,5.149025078582763,0.5956500172615051,5.24115420850118,0.6899999976158142,0.9670862913131714
0.6075000166893005,6.4729078590393065,0.6120833158493042,6.523542011388143,0.6399999856948853,5.958876419067383
0.5859000086784363,4.952417540740967,0.6010500192642212,4.930622285906474,0.75,3.6693790698051454
0.5885000228881836,7.495684999847412,0.5994499921798706,7.366145709609985,0.5600000023841858,7.9458770751953125
0.5809999704360962,5.425234688568115,0.588949978351593,5.5063761691411335,0.6600000262260437,0.9901121664047241
0.6812000274658203,4.442226155090332,0.6935666799545288,4.500940858904521,0.7900000214576721,3.8325831842422486
0.5997999906539917,5.594368238830566,0.6048333048820496,5.547802861658732,0.7400000095367432,0.713802056312561
0.6669999957084656,5.117427878570557,0.682616651058197,5.066592818832397,0.800000011920929,3.4706117296218872
0.6851000189781189,4.910137184143067,0.6975833177566528,4.89833788839976,0.7200000286102295,4.149410095214844
0.5728999972343445,7.231229319000244,0.5874666571617126,7.174882084528605,0.7300000190734863,4.433417882919311
0.5846999883651733,5.508957605743408,0.5939499735832214,5.4632450996398925,0.699999988079071,6.100198097229004
0.6949999928474426,4.232792904281617,0.7073500156402588,4.282498174858094,0.7900000214576721,4.423530769348145
0.5730000138282776,6.181760153198242,0.5856999754905701,6.1074835940043135,0.6800000071525574,5.146889371871948
0.5842999815940857,5.344754789352417,0.5964999794960022,5.334886353238423,0.75,0.8749829721450806
