unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
28.173828125,28.179931640625,[4 4],[8 8]
58.416748046875,58.4228515625,[5 8],[9 4]
48.699951171875,48.7060546875,[8 3],[5 0]
27.117919921875,27.1240234375,[2 8],[3 3]
102.972412109375,102.978515625,[9 5],[5 9]
29.91943359375,29.925537109375,[6 3],[9 9]
57.611083984375,57.6171875,[1 4],[4 8]
27.130126953125,27.13623046875,[3 3],[0 0]
60.552978515625,60.55908203125,[1 3],[4 2]
24.090576171875,24.0966796875,[9 8],[3 3]
30.01708984375,30.023193359375,[3 3],[4 9]
59.588623046875,59.5947265625,[1 3],[4 9]
31.939697265625,31.94580078125,[5 3],[9 9]
56.82373046875,56.829833984375,[1 6],[4 9]
31.085205078125,31.09130859375,[7 8],[3 3]
59.2529296875,59.259033203125,[2 0],[9 4]
51.068115234375,51.07421875,[3 9],[0 2]
31.939697265625,31.94580078125,[5 6],[9 9]
60.8642578125,60.870361328125,[5 0],[2 3]
27.45361328125,27.459716796875,[4 4],[5 3]
26.312255859375,26.318359375,[4 8],[3 3]
27.117919921875,27.1240234375,[2 8],[3 3]
56.182861328125,56.18896484375,[7 3],[3 4]
56.085205078125,56.09130859375,[1 9],[4 3]
62.0361328125,62.042236328125,[5 4],[2 8]
29.833984375,29.840087890625,[2 3],[9 9]
55.5419921875,55.548095703125,[4 2],[3 5]
61.688232421875,61.6943359375,[2 9],[7 2]
49.0234375,49.029541015625,[8 9],[3 6]
52.84423828125,52.850341796875,[9 0],[2 9]
26.129150390625,26.13525390625,[4 9],[3 3]
55.535888671875,55.5419921875,[4 5],[3 9]
26.129150390625,26.13525390625,[9 9],[6 3]
57.4951171875,57.501220703125,[3 1],[0 4]
26.312255859375,26.318359375,[8 4],[3 3]
55.712890625,55.718994140625,[2 3],[5 9]
55.5419921875,55.548095703125,[2 4],[5 3]
50.64697265625,50.653076171875,[9 8],[5 3]
27.191162109375,27.197265625,[6 3],[9 9]
30.169677734375,30.17578125,[9 3],[2 2]
31.72607421875,31.732177734375,[7 3],[9 9]
63.433837890625,63.43994140625,[3 5],[9 2]
31.195068359375,31.201171875,[3 7],[9 9]
58.148193359375,58.154296875,[3 1],[2 4]
53.082275390625,53.08837890625,[7 3],[6 9]
57.12890625,57.135009765625,[3 2],[0 9]
51.055908203125,51.06201171875,[3 4],[0 8]
54.57763671875,54.583740234375,[4 0],[3 2]
57.647705078125,57.65380859375,[0 4],[3 5]
25.81787109375,25.823974609375,[8 9],[3 3]
45.49560546875,45.501708984375,[9 8],[2 3]
32.989501953125,32.99560546875,[5 2],[9 9]
52.105712890625,52.11181640625,[4 3],[3 0]
52.020263671875,52.0263671875,[9 4],[2 8]
52.899169921875,52.9052734375,[9 3],[3 0]
63.37890625,63.385009765625,[3 5],[0 2]
54.071044921875,54.0771484375,[3 6],[2 9]
52.606201171875,52.6123046875,[4 6],[3 9]
53.411865234375,53.41796875,[8 3],[3 9]
50.96435546875,50.970458984375,[6 9],[9 3]
55.95703125,55.963134765625,[6 0],[0 3]
56.036376953125,56.04248046875,[7 8],[2 4]
56.11572265625,56.121826171875,[6 1],[1 4]
30.462646484375,30.46875,[3 3],[4 9]
32.281494140625,32.28759765625,[3 7],[2 2]
58.60595703125,58.612060546875,[5 8],[2 3]
52.63671875,52.642822265625,[2 8],[9 3]
52.60009765625,52.606201171875,[2 8],[0 3]
52.020263671875,52.0263671875,[3 9],[9 2]
55.74951171875,55.755615234375,[1 4],[4 3]
57.232666015625,57.23876953125,[5 9],[2 3]
30.169677734375,30.17578125,[3 9],[2 2]
58.09326171875,58.099365234375,[4 0],[5 3]
27.44140625,27.447509765625,[9 2],[3 3]
48.126220703125,48.13232421875,[3 8],[0 3]
65.655517578125,65.66162109375,[3 5],[2 9]
25.62255859375,25.628662109375,[4 8],[3 3]
31.67724609375,31.683349609375,[3 7],[9 9]
52.056884765625,52.06298828125,[4 3],[3 9]
28.900146484375,28.90625,[0 6],[9 9]
60.58349609375,60.589599609375,[3 5],[4 9]
57.4951171875,57.501220703125,[1 3],[4 0]
53.8330078125,53.839111328125,[8 3],[3 9]
29.06494140625,29.071044921875,[1 3],[4 4]
53.03955078125,53.045654296875,[5 9],[9 3]
29.1259765625,29.132080078125,[1 3],[4 4]
25.69580078125,25.701904296875,[9 9],[6 2]
56.768798828125,56.77490234375,[5 9],[9 2]
53.57666015625,53.582763671875,[3 6],[4 9]
50.689697265625,50.69580078125,[9 7],[3 6]
28.6376953125,28.643798828125,[3 3],[9 4]
56.72607421875,56.732177734375,[7 4],[2 5]
49.835205078125,49.84130859375,[3 8],[0 3]
26.62353515625,26.629638671875,[8 4],[3 3]
27.215576171875,27.2216796875,[8 2],[3 3]
30.291748046875,30.2978515625,[3 3],[2 0]
57.965087890625,57.97119140625,[7 9],[9 3]
27.45361328125,27.459716796875,[4 4],[5 3]
63.043212890625,63.04931640625,[1 5],[4 9]
32.77587890625,32.781982421875,[5 5],[9 9]
51.953125,51.959228515625,[2 6],[3 9]
55.157470703125,55.16357421875,[8 3],[4 0]
50.6591796875,50.665283203125,[0 8],[2 3]
59.326171875,59.332275390625,[5 9],[9 2]
51.165771484375,51.171875,[9 3],[3 0]
63.873291015625,63.87939453125,[5 3],[2 9]
57.7392578125,57.745361328125,[0 3],[3 2]
58.38623046875,58.392333984375,[3 9],[9 2]
51.641845703125,51.64794921875,[9 7],[2 6]
57.43408203125,57.440185546875,[0 4],[5 3]
55.5908203125,55.596923828125,[3 4],[9 8]
57.01904296875,57.025146484375,[1 9],[9 6]
25.042724609375,25.048828125,[9 9],[2 2]
51.3916015625,51.397705078125,[9 4],[2 5]
51.8310546875,51.837158203125,[8 1],[3 4]
26.86767578125,26.873779296875,[4 9],[3 3]
54.656982421875,54.6630859375,[9 3],[5 2]
24.86572265625,24.871826171875,[9 6],[3 3]
60.8642578125,60.870361328125,[0 2],[5 9]
54.705810546875,54.7119140625,[9 2],[2 3]
61.2548828125,61.260986328125,[5 6],[9 0]
61.053466796875,61.0595703125,[3 5],[9 2]
30.291748046875,30.2978515625,[3 3],[2 9]
60.711669921875,60.7177734375,[9 0],[2 3]
59.326171875,59.332275390625,[2 7],[9 2]
56.72607421875,56.732177734375,[7 8],[3 4]
60.83984375,60.845947265625,[2 5],[7 9]
58.09326171875,58.099365234375,[4 0],[5 3]
29.06494140625,29.071044921875,[8 1],[4 4]
55.16357421875,55.169677734375,[3 9],[4 2]
58.9111328125,58.917236328125,[9 5],[3 9]
57.6904296875,57.696533203125,[6 0],[1 3]
51.702880859375,51.708984375,[8 2],[3 5]
53.546142578125,53.55224609375,[4 8],[8 3]
29.791259765625,29.79736328125,[0 9],[2 2]
59.2529296875,59.259033203125,[0 2],[5 9]
56.768798828125,56.77490234375,[9 5],[2 9]
52.83203125,52.838134765625,[3 8],[9 4]
54.26025390625,54.266357421875,[4 2],[8 0]
56.414794921875,56.4208984375,[0 4],[2 3]
29.998779296875,30.0048828125,[1 8],[3 3]
58.544921875,58.551025390625,[6 5],[0 9]
26.129150390625,26.13525390625,[8 9],[3 3]
53.228759765625,53.23486328125,[9 4],[5 3]
59.26513671875,59.271240234375,[3 9],[4 2]
52.996826171875,53.0029296875,[9 0],[3 9]
57.147216796875,57.1533203125,[1 3],[4 2]
56.28662109375,56.292724609375,[4 3],[3 2]
56.439208984375,56.4453125,[3 1],[0 4]
54.2724609375,54.278564453125,[5 9],[9 2]
53.399658203125,53.40576171875,[3 8],[9 3]
52.62451171875,52.630615234375,[8 3],[3 9]
31.085205078125,31.09130859375,[8 7],[3 3]
29.656982421875,29.6630859375,[3 2],[9 9]
57.04345703125,57.049560546875,[5 8],[9 3]
54.9560546875,54.962158203125,[3 9],[2 3]
23.47412109375,23.480224609375,[8 8],[3 3]
58.392333984375,58.3984375,[3 1],[0 9]
26.129150390625,26.13525390625,[9 8],[3 3]
34.881591796875,34.8876953125,[1 4],[3 3]
25.634765625,25.640869140625,[8 8],[3 4]
60.58349609375,60.589599609375,[5 3],[9 4]
26.11083984375,26.116943359375,[8 4],[3 3]
54.705810546875,54.7119140625,[2 9],[3 2]
50.592041015625,50.59814453125,[6 9],[0 2]
29.998779296875,30.0048828125,[1 0],[3 3]
53.729248046875,53.7353515625,[0 9],[9 2]
23.2177734375,23.223876953125,[8 8],[5 3]
55.133056640625,55.13916015625,[9 1],[3 9]
54.937744140625,54.94384765625,[1 4],[4 3]
30.218505859375,30.224609375,[0 3],[4 4]
58.26416015625,58.270263671875,[9 3],[5 9]
50.1708984375,50.177001953125,[8 7],[3 6]
53.729248046875,53.7353515625,[7 3],[6 0]
58.4716796875,58.477783203125,[3 4],[2 8]
56.14013671875,56.146240234375,[7 9],[2 3]
28.997802734375,29.00390625,[7 8],[3 3]
30.462646484375,30.46875,[3 3],[4 9]
61.004638671875,61.0107421875,[5 1],[9 4]
52.099609375,52.105712890625,[6 9],[1 2]
54.7607421875,54.766845703125,[8 2],[3 5]
58.819580078125,58.82568359375,[9 1],[2 3]
58.721923828125,58.72802734375,[1 2],[4 3]
64.61181640625,64.617919921875,[1 5],[4 9]
56.72607421875,56.732177734375,[8 7],[4 3]
52.5390625,52.545166015625,[9 6],[5 9]
29.5166015625,29.522705078125,[3 2],[0 0]
60.626220703125,60.63232421875,[5 0],[9 3]
51.068115234375,51.07421875,[9 3],[2 0]
56.0546875,56.060791015625,[9 6],[2 9]
55.9814453125,55.987548828125,[3 0],[0 9]
52.117919921875,52.1240234375,[9 3],[2 0]
50.89111328125,50.897216796875,[9 6],[2 1]
65.972900390625,65.97900390625,[7 1],[9 3]
55.255126953125,55.26123046875,[1 9],[9 2]
113.8427734375,113.848876953125,[2 0],[0 2]
30.31005859375,30.316162109375,[2 3],[9 9]
58.642578125,58.648681640625,[4 3],[8 9]
48.919677734375,48.92578125,[9 8],[6 5]
60.174560546875,60.1806640625,[1 3],[3 2]
22.64404296875,22.650146484375,[8 8],[3 3]
25.69580078125,25.701904296875,[9 9],[2 6]
27.44140625,27.447509765625,[8 0],[3 3]
55.87158203125,55.877685546875,[3 9],[2 6]
116.680908203125,116.68701171875,[3 9],[9 3]
50.62255859375,50.628662109375,[8 1],[3 4]
66.8212890625,66.827392578125,[1 5],[3 9]
31.085205078125,31.09130859375,[7 8],[3 3]
56.1767578125,56.182861328125,[0 6],[3 9]
57.269287109375,57.275390625,[7 9],[2 3]
55.2490234375,55.255126953125,[5 8],[9 3]
30.291748046875,30.2978515625,[9 3],[2 2]
53.961181640625,53.96728515625,[6 1],[9 4]
53.045654296875,53.0517578125,[3 0],[4 2]
59.02099609375,59.027099609375,[0 2],[2 5]
61.590576171875,61.5966796875,[2 7],[5 2]
27.05078125,27.056884765625,[6 6],[1 9]
35.48583984375,35.491943359375,[5 3],[9 9]
58.795166015625,58.80126953125,[5 6],[2 9]
56.103515625,56.109619140625,[5 8],[9 3]
53.936767578125,53.94287109375,[3 4],[9 3]
31.09130859375,31.097412109375,[7 7],[6 9]
52.84423828125,52.850341796875,[3 8],[0 3]
63.519287109375,63.525390625,[5 2],[2 3]
54.486083984375,54.4921875,[9 2],[2 3]
56.744384765625,56.75048828125,[1 3],[4 9]
55.645751953125,55.65185546875,[0 6],[5 9]
30.401611328125,30.40771484375,[7 7],[2 2]
54.74853515625,54.754638671875,[1 4],[4 3]
51.116943359375,51.123046875,[8 3],[4 0]
34.2529296875,34.259033203125,[2 5],[9 9]
122.161865234375,122.16796875,[3 4],[4 3]
53.57666015625,53.582763671875,[3 6],[4 9]
60.076904296875,60.0830078125,[0 2],[3 9]
50.64697265625,50.653076171875,[8 9],[3 5]
55.72509765625,55.731201171875,[7 1],[6 4]
59.783935546875,59.7900390625,[3 1],[0 4]
29.5166015625,29.522705078125,[3 3],[0 0]
58.416748046875,58.4228515625,[0 3],[2 9]
53.79638671875,53.802490234375,[8 7],[3 9]
61.1572265625,61.163330078125,[9 7],[2 3]
30.06591796875,30.072021484375,[9 9],[2 2]
54.058837890625,54.06494140625,[1 6],[4 9]
58.09326171875,58.099365234375,[0 4],[3 5]
29.791259765625,29.79736328125,[0 0],[2 2]
53.302001953125,53.30810546875,[2 6],[9 3]
59.3017578125,59.307861328125,[5 9],[9 2]
57.208251953125,57.21435546875,[1 2],[4 5]
50.52490234375,50.531005859375,[6 8],[1 3]
60.906982421875,60.9130859375,[7 0],[9 4]
52.886962890625,52.89306640625,[6 0],[9 2]
56.103515625,56.109619140625,[5 8],[9 3]
33.58154296875,33.587646484375,[5 3],[9 9]
34.881591796875,34.8876953125,[1 6],[3 3]
59.405517578125,59.41162109375,[2 3],[5 2]
56.26220703125,56.268310546875,[3 4],[2 8]
58.441162109375,58.447265625,[1 2],[3 9]
26.129150390625,26.13525390625,[8 9],[3 3]
50.54931640625,50.555419921875,[8 3],[3 0]
34.881591796875,34.8876953125,[1 1],[3 4]
54.4921875,54.498291015625,[2 6],[3 9]
51.190185546875,51.1962890625,[8 4],[3 8]
29.656982421875,29.6630859375,[2 8],[3 3]
30.340576171875,30.3466796875,[0 1],[4 4]
58.642578125,58.648681640625,[1 3],[4 0]
57.623291015625,57.62939453125,[9 7],[2 3]
52.777099609375,52.783203125,[3 9],[0 6]
59.271240234375,59.27734375,[0 1],[2 9]
58.099365234375,58.10546875,[3 0],[4 9]
49.664306640625,49.67041015625,[3 8],[9 3]
49.493408203125,49.49951171875,[4 8],[8 3]
58.056640625,58.062744140625,[2 9],[5 3]
59.454345703125,59.46044921875,[3 0],[4 5]
55.255126953125,55.26123046875,[4 3],[8 0]
57.318115234375,57.32421875,[9 2],[3 5]
50.62255859375,50.628662109375,[1 8],[4 3]
57.080078125,57.086181640625,[4 0],[8 9]
57.586669921875,57.5927734375,[0 2],[9 0]
132.21435546875,132.220458984375,[9 3],[3 9]
52.105712890625,52.11181640625,[3 4],[9 3]
58.709716796875,58.7158203125,[2 7],[9 2]
145.73974609375,145.745849609375,[9 3],[3 9]
54.461669921875,54.4677734375,[7 8],[2 3]
51.959228515625,51.96533203125,[8 7],[3 2]
60.21728515625,60.223388671875,[7 1],[9 4]
52.996826171875,53.0029296875,[3 8],[2 3]
53.887939453125,53.89404296875,[2 8],[5 3]
30.462646484375,30.46875,[3 3],[9 2]
34.881591796875,34.8876953125,[1 1],[4 3]
30.291748046875,30.2978515625,[3 9],[2 2]
27.44140625,27.447509765625,[0 8],[3 3]
53.936767578125,53.94287109375,[4 3],[3 9]
55.50537109375,55.511474609375,[0 7],[9 6]
57.781982421875,57.7880859375,[2 7],[5 6]
60.211181640625,60.21728515625,[7 3],[2 9]
55.267333984375,55.2734375,[7 6],[2 3]
50.68359375,50.689697265625,[8 9],[4 2]
51.275634765625,51.28173828125,[0 8],[2 3]
60.223388671875,60.2294921875,[0 5],[3 9]
52.72216796875,52.728271484375,[3 8],[9 3]
26.11083984375,26.116943359375,[8 4],[3 3]
56.34765625,56.353759765625,[7 3],[2 0]
64.35546875,64.361572265625,[3 5],[9 2]
56.982421875,56.988525390625,[2 9],[3 5]
133.60595703125,133.612060546875,[3 4],[4 3]
49.981689453125,49.98779296875,[6 9],[9 2]
54.595947265625,54.60205078125,[2 6],[3 9]
