unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
144.3603515625,144.3695068359375,[8 0 3 8 1],[3 3 0 3 3]
103.4454345703125,103.45458984375,[8 9 2 4 9],[3 2 0 8 3]
89.6392822265625,89.6484375,[7 7 2 1 2],[9 3 0 4 5]
59.674072265625,59.6832275390625,[9 3 3 3 7],[2 9 0 4 2]
143.572998046875,143.5821533203125,[2 8 1 5 3],[9 3 3 2 0]
104.9285888671875,104.937744140625,[5 6 2 8 4],[9 9 3 5 5]
158.770751953125,158.7799072265625,[7 5 0 5 2],[3 9 9 2 5]
133.59375,133.6029052734375,[3 8 2 9 0],[4 3 5 6 9]
137.0269775390625,137.0361328125,[2 4 3 9 3],[7 3 9 5 9]
108.7646484375,108.7738037109375,[8 4 3 3 4],[3 3 2 9 3]
167.7703857421875,167.779541015625,[7 2 9 3 0],[3 0 3 2 3]
134.9395751953125,134.94873046875,[4 3 6 7 8],[8 2 9 2 3]
55.9295654296875,55.938720703125,[1 1 9 4 8],[4 4 3 3 3]
160.9222412109375,160.931396484375,[6 9 4 2 3],[1 6 3 9 0]
150.03662109375,150.0457763671875,[6 2 3 8 3],[9 3 9 3 2]
147.0428466796875,147.052001953125,[0 6 8 2 9],[2 9 3 9 2]
79.57763671875,79.5867919921875,[8 0 6 3 0],[3 3 9 9 3]
145.1019287109375,145.111083984375,[9 9 0 2 5],[2 2 5 9 9]
85.65673828125,85.6658935546875,[1 1 7 7 9],[4 4 3 2 3]
138.1622314453125,138.17138671875,[5 6 1 8 3],[2 0 4 3 9]
141.3482666015625,141.357421875,[4 8 9 9 3],[5 3 6 2 9]
134.0057373046875,134.014892578125,[3 1 1 7 4],[9 9 4 2 3]
106.0455322265625,106.0546875,[3 4 0 9 8],[2 3 5 2 3]
105.9539794921875,105.963134765625,[4 9 3 3 5],[8 2 2 9 9]
85.418701171875,85.4278564453125,[8 1 5 5 3],[3 4 9 9 9]
99.627685546875,99.6368408203125,[9 7 3 8 2],[5 3 9 5 5]
123.6602783203125,123.66943359375,[4 3 2 8 4],[3 2 9 3 3]
164.300537109375,164.3096923828125,[9 3 3 0 9],[2 9 9 5 3]
55.9295654296875,55.938720703125,[1 9 8 9 8],[4 3 3 3 3]
106.549072265625,106.5582275390625,[9 8 3 2 8],[6 3 9 9 3]
165.838623046875,165.8477783203125,[2 9 2 3 5],[5 2 9 9 9]
86.6363525390625,86.6455078125,[4 7 2 2 8],[3 9 5 0 3]
122.186279296875,122.1954345703125,[0 8 5 2 1],[9 3 8 3 4]
122.4884033203125,122.49755859375,[3 7 0 1 9],[0 3 4 4 2]
195.3826904296875,195.391845703125,[1 0 9 3 2],[3 2 3 0 5]
58.7677001953125,58.77685546875,[7 8 7 0 4],[9 3 2 3 3]
76.556396484375,76.5655517578125,[3 8 7 8 8],[9 3 6 3 3]
169.59228515625,169.6014404296875,[1 0 5 9 3],[3 5 9 3 9]
148.9837646484375,148.992919921875,[0 2 9 6 8],[3 9 2 3 3]
98.6114501953125,98.62060546875,[4 8 9 6 4],[8 3 2 9 8]
84.5947265625,84.6038818359375,[3 5 3 5 8],[9 9 0 9 3]
54.3731689453125,54.38232421875,[8 8 3 8 3],[3 3 9 3 9]
110.26611328125,110.2752685546875,[4 8 8 3 1],[3 3 3 0 9]
116.326904296875,116.3360595703125,[9 3 1 9 3],[5 4 3 2 0]
114.1204833984375,114.129638671875,[7 2 8 2 1],[2 9 3 5 3]
156.84814453125,156.8572998046875,[8 3 4 9 3],[3 9 3 3 2]
91.0400390625,91.0491943359375,[5 7 4 1 3],[9 9 8 3 9]
136.9903564453125,136.99951171875,[0 3 9 7 9],[5 0 2 3 3]
147.18017578125,147.1893310546875,[3 9 9 5 6],[9 3 3 9 3]
171.6522216796875,171.661376953125,[9 2 3 4 1],[3 3 9 8 3]
192.1966552734375,192.205810546875,[4 5 7 3 4],[3 9 3 4 8]
118.3685302734375,118.377685546875,[4 1 3 6 3],[8 3 2 0 0]
144.0399169921875,144.049072265625,[0 8 3 3 9],[3 3 4 9 6]
101.715087890625,101.7242431640625,[4 3 0 3 9],[5 0 9 9 5]
109.68017578125,109.6893310546875,[9 8 7 3 5],[6 3 2 2 9]
145.9075927734375,145.916748046875,[4 8 9 3 4],[8 3 2 9 3]
144.2138671875,144.2230224609375,[4 5 2 9 5],[3 2 5 5 9]
89.447021484375,89.4561767578125,[9 6 8 5 3],[2 1 4 2 2]
139.3157958984375,139.324951171875,[2 1 2 8 5],[5 3 9 3 2]
102.8228759765625,102.83203125,[3 2 3 3 3],[2 3 9 9 4]
83.8897705078125,83.89892578125,[7 3 4 9 4],[2 0 3 2 8]
78.3966064453125,78.40576171875,[6 6 8 9 5],[9 3 3 3 9]
158.935546875,158.9447021484375,[3 5 8 4 5],[4 8 3 3 2]
106.2744140625,106.2835693359375,[8 9 7 9 3],[3 3 2 5 0]
116.1163330078125,116.12548828125,[9 9 7 5 1],[6 2 2 9 3]
108.984375,108.9935302734375,[8 3 9 8 1],[3 2 3 4 4]
177.923583984375,177.9327392578125,[9 3 7 2 3],[3 0 9 9 2]
63.4552001953125,63.46435546875,[3 3 3 5 5],[4 9 9 9 9]
140.478515625,140.4876708984375,[5 9 9 6 7],[9 3 2 9 6]
109.295654296875,109.3048095703125,[4 4 3 1 8],[3 3 9 4 3]
184.4512939453125,184.46044921875,[9 4 2 7 1],[2 8 9 2 3]
83.770751953125,83.7799072265625,[7 8 1 9 1],[2 3 3 3 9]
75.2471923828125,75.25634765625,[8 6 6 3 6],[3 3 9 0 9]
140.5975341796875,140.606689453125,[7 9 3 1 6],[3 5 9 4 9]
189.7064208984375,189.715576171875,[9 2 3 0 9],[2 7 9 3 3]
97.22900390625,97.2381591796875,[2 3 7 8 6],[9 2 2 3 9]
101.4495849609375,101.458740234375,[8 7 6 0 7],[3 3 0 3 6]
83.349609375,83.3587646484375,[7 8 4 6 4],[3 3 8 9 8]
64.105224609375,64.1143798828125,[0 6 3 7 5],[9 9 2 2 9]
108.563232421875,108.5723876953125,[6 8 9 3 9],[1 4 6 2 3]
109.954833984375,109.9639892578125,[9 6 7 4 9],[5 9 2 8 2]
165.6280517578125,165.63720703125,[3 0 7 9 5],[9 2 3 3 2]
95.635986328125,95.6451416015625,[2 1 3 3 0],[9 3 9 9 4]
88.018798828125,88.0279541015625,[3 0 3 8 5],[9 2 9 3 9]
88.7603759765625,88.76953125,[3 1 2 3 2],[9 4 5 9 9]
114.4317626953125,114.44091796875,[3 0 1 1 7],[2 4 3 3 3]
87.451171875,87.4603271484375,[6 3 1 6 7],[9 4 4 1 3]
110.0921630859375,110.101318359375,[9 3 1 5 8],[3 4 3 9 3]
124.896240234375,124.9053955078125,[7 0 8 3 1],[2 2 3 0 4]
80.0445556640625,80.0537109375,[8 0 4 8 8],[3 2 8 3 3]
95.5352783203125,95.54443359375,[3 1 0 3 5],[9 4 2 9 9]
155.9783935546875,155.987548828125,[4 2 8 3 2],[3 9 3 2 5]
135.02197265625,135.0311279296875,[3 9 0 4 7],[2 3 3 5 6]
194.6685791015625,194.677734375,[6 0 3 1 6],[1 3 0 4 9]
136.0931396484375,136.102294921875,[2 9 3 2 7],[5 6 9 3 3]
137.43896484375,137.4481201171875,[5 9 5 3 1],[9 3 9 0 4]
87.70751953125,87.7166748046875,[9 0 5 9 7],[3 3 9 2 3]
126.2237548828125,126.23291015625,[9 3 5 0 8],[3 2 9 2 4]
66.8243408203125,66.83349609375,[8 8 5 1 6],[3 3 9 3 3]
125.20751953125,125.2166748046875,[8 6 9 7 3],[3 9 2 6 2]
112.5091552734375,112.518310546875,[9 8 8 3 5],[3 3 3 0 2]
82.58056640625,82.5897216796875,[6 6 0 3 4],[9 9 2 9 3]
141.24755859375,141.2567138671875,[7 3 2 8 4],[2 9 3 3 8]
80.804443359375,80.8135986328125,[0 3 3 8 8],[9 4 9 4 3]
86.7462158203125,86.75537109375,[6 0 8 9 2],[9 3 3 3 7]
111.9415283203125,111.95068359375,[1 8 8 3 0],[4 3 4 2 3]
167.1295166015625,167.138671875,[0 3 9 2 0],[2 4 3 0 3]
113.9190673828125,113.92822265625,[8 5 9 1 8],[3 2 6 9 3]
112.9852294921875,112.994384765625,[6 1 3 5 3],[3 4 2 9 4]
153.643798828125,153.6529541015625,[4 2 3 2 9],[8 9 2 3 2]
85.9039306640625,85.9130859375,[3 5 6 5 3],[0 9 9 2 9]
135.8917236328125,135.90087890625,[2 8 3 8 9],[5 5 9 4 2]
130.609130859375,130.6182861328125,[1 2 0 0 9],[4 9 2 3 3]
163.2293701171875,163.238525390625,[3 9 3 9 2],[9 3 4 3 9]
136.04736328125,136.0565185546875,[9 2 1 3 4],[3 9 3 9 3]
83.7890625,83.7982177734375,[8 3 8 1 5],[3 9 3 3 9]
124.969482421875,124.9786376953125,[8 8 7 9 3],[3 5 6 2 9]
78.9276123046875,78.936767578125,[2 9 7 0 8],[9 3 9 3 3]
86.370849609375,86.3800048828125,[2 4 1 1 8],[7 3 3 4 3]
88.58642578125,88.5955810546875,[4 1 6 5 1],[3 4 9 9 4]
132.1014404296875,132.110595703125,[8 9 9 1 5],[4 2 5 4 9]
106.0546875,106.0638427734375,[0 0 8 9 1],[2 2 3 6 4]
194.512939453125,194.5220947265625,[4 1 8 3 4],[8 4 3 4 3]
98.0987548828125,98.10791015625,[3 1 3 1 8],[0 4 9 4 3]
60.8551025390625,60.8642578125,[5 7 5 5 6],[9 6 9 9 9]
112.445068359375,112.4542236328125,[0 0 3 7 3],[3 3 4 2 9]
107.1990966796875,107.208251953125,[5 8 8 8 3],[8 3 4 3 9]
87.5518798828125,87.56103515625,[9 3 6 5 3],[2 4 9 2 9]
102.996826171875,103.0059814453125,[4 5 3 9 4],[3 2 9 2 8]
80.657958984375,80.6671142578125,[6 9 0 8 6],[1 3 2 3 9]
204.5654296875,204.5745849609375,[9 8 3 4 1],[2 3 9 8 4]
152.9022216796875,152.911376953125,[3 3 8 4 1],[2 9 3 3 4]
130.718994140625,130.7281494140625,[7 3 8 1 3],[3 0 3 9 2]
90.0604248046875,90.069580078125,[3 2 3 0 3],[9 9 9 5 4]
183.87451171875,183.8836669921875,[9 6 3 9 1],[6 9 9 3 3]
181.439208984375,181.4483642578125,[3 3 0 5 2],[9 0 3 8 3]
111.6943359375,111.7034912109375,[9 6 0 1 5],[3 3 9 4 9]
80.9967041015625,81.005859375,[1 2 2 7 3],[4 3 3 3 4]
164.9688720703125,164.97802734375,[8 2 9 8 3],[3 9 3 3 2]
58.8775634765625,58.88671875,[8 0 0 2 8],[3 3 3 0 3]
121.7193603515625,121.728515625,[0 5 5 3 1],[2 9 9 0 4]
144.0765380859375,144.085693359375,[6 9 9 5 2],[9 5 2 9 9]
166.2872314453125,166.29638671875,[0 7 5 9 2],[4 2 8 3 5]
90.7012939453125,90.71044921875,[5 8 8 2 4],[8 3 3 0 3]
110.6597900390625,110.6689453125,[3 6 7 3 1],[9 9 2 0 4]
93.109130859375,93.1182861328125,[3 2 5 2 1],[9 9 9 5 4]
86.1419677734375,86.151123046875,[2 6 1 4 8],[0 0 3 5 3]
131.5521240234375,131.561279296875,[8 7 2 4 9],[3 9 9 3 2]
83.917236328125,83.9263916015625,[8 6 6 3 1],[3 3 9 9 3]
126.0040283203125,126.01318359375,[1 2 8 1 3],[4 0 3 3 2]
87.396240234375,87.4053955078125,[8 1 1 0 6],[3 3 4 4 1]
78.057861328125,78.0670166015625,[7 5 9 0 3],[2 9 2 2 9]
107.2357177734375,107.244873046875,[2 8 8 3 1],[3 3 5 9 3]
84.7503662109375,84.759521484375,[2 0 1 9 0],[3 3 4 2 3]
158.31298828125,158.3221435546875,[2 8 3 3 0],[3 3 0 9 3]
168.5028076171875,168.511962890625,[3 5 4 1 7],[9 2 5 4 3]
116.2811279296875,116.290283203125,[8 1 5 9 9],[3 4 9 2 2]
63.7115478515625,63.720703125,[5 2 2 9 5],[9 3 3 3 9]
104.2877197265625,104.296875,[1 2 0 9 3],[3 5 5 5 2]
113.6993408203125,113.70849609375,[7 8 9 0 1],[9 3 3 5 4]
54.6295166015625,54.638671875,[8 8 8 8 2],[3 3 3 3 9]
95.379638671875,95.3887939453125,[3 0 1 5 1],[2 3 4 2 9]
87.5518798828125,87.56103515625,[1 9 3 9 2],[4 3 4 3 7]
121.6278076171875,121.636962890625,[2 1 5 1 0],[3 3 9 4 5]
105.3131103515625,105.322265625,[8 8 6 7 2],[3 3 9 6 0]
161.1236572265625,161.1328125,[9 5 2 0 0],[5 9 3 4 2]
120.6298828125,120.6390380859375,[6 0 2 8 5],[3 4 9 3 8]
126.2603759765625,126.26953125,[0 8 3 3 9],[3 3 2 9 2]
90.1702880859375,90.179443359375,[6 3 3 1 2],[9 9 9 3 5]
55.8563232421875,55.865478515625,[8 6 8 2 5],[3 9 3 9 9]
88.2293701171875,88.238525390625,[3 7 6 2 3],[2 2 9 9 0]
108.0322265625,108.0413818359375,[4 0 4 9 6],[8 5 3 2 0]
118.76220703125,118.7713623046875,[7 6 4 2 1],[2 3 8 3 4]
123.1292724609375,123.138427734375,[3 1 2 3 5],[9 3 3 4 9]
85.821533203125,85.8306884765625,[6 4 5 8 4],[3 8 9 3 3]
145.184326171875,145.1934814453125,[7 1 4 3 9],[3 3 3 9 5]
133.4747314453125,133.48388671875,[3 9 1 6 9],[2 3 4 9 2]
183.6639404296875,183.673095703125,[5 9 6 3 9],[9 3 0 9 2]
99.6917724609375,99.700927734375,[3 3 8 2 8],[0 2 3 0 3]
87.6708984375,87.6800537109375,[8 1 8 5 5],[3 4 3 8 2]
86.956787109375,86.9659423828125,[4 2 8 4 9],[8 5 3 3 3]
141.1285400390625,141.1376953125,[2 0 8 3 2],[9 3 3 2 3]
107.2174072265625,107.2265625,[0 3 3 9 6],[9 2 2 5 9]
104.0679931640625,104.0771484375,[9 8 6 6 3],[3 3 3 0 2]
60.223388671875,60.2325439453125,[5 0 6 7 8],[9 3 9 9 3]
59.2620849609375,59.271240234375,[3 9 9 3 3],[4 2 5 0 2]
97.613525390625,97.6226806640625,[3 3 3 6 8],[4 9 9 0 3]
103.564453125,103.5736083984375,[0 7 8 4 6],[2 2 5 3 9]
86.1328125,86.1419677734375,[2 2 2 3 8],[7 0 3 9 3]
124.7039794921875,124.713134765625,[0 9 3 4 8],[9 6 9 3 3]
166.278076171875,166.2872314453125,[6 9 2 5 4],[9 2 3 9 8]
101.5045166015625,101.513671875,[6 6 3 4 3],[1 3 0 8 9]
189.1937255859375,189.202880859375,[1 7 9 8 3],[4 6 3 4 9]
136.81640625,136.8255615234375,[7 9 9 3 2],[9 3 3 2 3]
30.6427001953125,30.65185546875,[9 0 9 8 8],[3 3 3 3 3]
84.2559814453125,84.26513671875,[9 9 3 2 3],[3 6 4 5 4]
98.968505859375,98.9776611328125,[8 7 1 6 9],[3 6 3 9 3]
34.8175048828125,34.82666015625,[5 3 3 6 5],[9 9 9 9 9]
191.12548828125,191.1346435546875,[0 5 5 4 3],[3 9 9 8 0]
109.7442626953125,109.75341796875,[0 7 3 6 8],[5 2 2 9 3]
118.54248046875,118.5516357421875,[3 0 8 7 5],[2 2 4 3 9]
73.8922119140625,73.9013671875,[7 9 8 9 7],[2 2 3 2 6]
133.0535888671875,133.062744140625,[3 7 8 0 2],[9 3 5 3 0]
221.0723876953125,221.08154296875,[9 7 1 5 6],[6 3 4 8 9]
108.1329345703125,108.14208984375,[6 2 2 7 3],[3 5 3 3 9]
55.8746337890625,55.8837890625,[3 9 3 3 3],[0 6 2 2 4]
162.9547119140625,162.9638671875,[9 1 2 3 6],[3 9 5 9 9]
82.891845703125,82.9010009765625,[8 0 1 6 0],[3 3 4 3 9]
76.9683837890625,76.9775390625,[9 2 6 6 7],[3 9 3 9 3]
86.7462158203125,86.75537109375,[2 3 9 9 3],[9 9 5 5 9]
116.6473388671875,116.656494140625,[3 8 6 3 9],[9 3 9 0 2]
176.18408203125,176.1932373046875,[4 8 3 3 9],[3 4 4 4 2]
195.1171875,195.1263427734375,[1 5 9 3 9],[4 2 2 9 3]
109.130859375,109.1400146484375,[3 5 4 2 4],[2 2 3 7 8]
136.8438720703125,136.85302734375,[0 1 9 6 9],[3 4 2 9 5]
91.864013671875,91.8731689453125,[5 8 8 2 2],[9 3 3 5 5]
116.400146484375,116.4093017578125,[2 0 6 6 3],[5 3 1 9 9]
121.1151123046875,121.124267578125,[8 2 3 7 0],[3 3 2 3 3]
149.9359130859375,149.945068359375,[3 0 3 0 6],[0 9 2 3 9]
161.9384765625,161.9476318359375,[3 0 3 9 3],[9 4 2 3 2]
88.0645751953125,88.07373046875,[3 9 9 5 5],[4 2 2 9 9]
112.0330810546875,112.042236328125,[1 4 6 3 8],[4 3 3 9 3]
136.2396240234375,136.248779296875,[6 1 7 8 2],[1 4 2 3 5]
135.3515625,135.3607177734375,[4 3 8 0 9],[3 9 3 3 5]
85.5194091796875,85.528564453125,[4 6 0 2 6],[3 9 2 3 9]
154.156494140625,154.1656494140625,[8 2 7 9 5],[3 3 6 5 9]
106.9427490234375,106.951904296875,[4 8 1 9 2],[8 3 4 3 3]
160.7025146484375,160.711669921875,[4 1 9 4 3],[3 4 2 3 4]
132.8155517578125,132.82470703125,[2 3 8 6 7],[3 2 3 9 3]
104.04052734375,104.0496826171875,[2 8 4 1 8],[3 3 8 4 3]
108.489990234375,108.4991455078125,[1 2 3 9 9],[4 3 0 3 3]
85.198974609375,85.2081298828125,[7 7 5 8 8],[3 6 8 3 3]
84.8876953125,84.8968505859375,[3 0 0 3 1],[9 4 3 9 4]
