test-accuracy,test-loss,train-accuracy,train-loss,wm-accuracy,wm-loss
0.02500000037252903,15.340896557617187,0.02396666631102562,15.280411016845703,0.09000000357627869,2.3025851249694824
0.05849999934434891,13.721642851257323,0.05719999969005585,13.728331348164875,0.03999999910593033,2.3025851249694824
0.08630000054836273,14.003276470947265,0.08441666513681412,14.043108762613933,0.14000000059604645,2.3025851249694824
0.0746999979019165,14.174666442871093,0.06966666877269745,14.205601520284016,0.07999999821186066,2.3025851249694824
0.04089999943971634,14.421862979125976,0.04019999876618385,14.383337197875976,0.09000000357627869,2.3025851249694824
0.11590000241994858,12.75431148376465,0.10625000298023224,12.991119220987956,0.10999999940395355,2.3025851249694824
0.09610000252723694,13.559609042358398,0.09549999982118607,13.654480076090495,0.019999999552965164,2.3025851249694824
0.032600000500679016,14.965698930358887,0.03164999932050705,14.955854583231607,0.07000000029802322,2.3025851249694824
0.020400000736117363,15.143137271118164,0.019033333286643028,15.110078489176432,0.11999999731779099,2.3025851249694824
0.042399998754262924,14.728841331481934,0.03790000081062317,14.808278220113118,0.05999999865889549,2.3025851249694824
0.0778999999165535,13.653682295227052,0.07643333077430725,13.754755321248373,0.05000000074505806,2.3025851249694824
0.013000000268220901,15.743338522338867,0.012066666968166828,15.631849906921387,0.05999999865889549,2.3025851249694824
0.12970000505447388,12.64429493713379,0.12908333539962769,12.675777223714192,0.05999999865889549,2.3025851249694824
0.1808999925851822,12.58565585784912,0.17916665971279144,12.712667515563965,0.10999999940395355,2.3025851249694824
0.09390000253915787,14.019664462280273,0.09203333407640457,14.142394016520182,0.05999999865889549,2.3025851249694824
0.04639999940991402,14.726868811035157,0.041216667741537094,14.858517241923014,0.029999999329447746,2.3025851249694824
0.08330000191926956,14.533693704223634,0.08465000241994858,14.52463477376302,0.009999999776482582,2.3025851249694824
0.048700001090765,14.626359619140626,0.049783334136009216,14.56565835164388,0.029999999329447746,2.3025851249694824
0.10170000046491623,13.721163845825195,0.09678333252668381,13.74580203959147,0.07000000029802322,2.3025851249694824
0.07779999822378159,13.002149401855469,0.07248333096504211,13.186306945292156,0.05000000074505806,2.3025851249694824
0.0421999990940094,13.80195598602295,0.040816668421030045,13.769876894632976,0.029999999329447746,2.3025851249694824
0.11129999905824661,13.602080244445801,0.11299999803304672,13.622136977132161,0.03999999910593033,2.3025851249694824
0.08240000158548355,13.80471431274414,0.08219999819993973,13.825221738179525,0.03999999910593033,2.3025851249694824
0.04430000111460686,14.310718145751952,0.04268333315849304,14.26697763671875,0.12999999523162842,2.3025851249694824
0.13570000231266022,13.270235223388672,0.12735000252723694,13.384212799072266,0.05999999865889549,2.3025851249694824
0.03750000149011612,14.93515336303711,0.034316666424274445,14.970179139709472,0.05000000074505806,2.3025851249694824
0.07440000027418137,14.187386059570313,0.06741666793823242,14.231666165161133,0.05000000074505806,2.3025851249694824
0.08340000361204147,14.025859127807617,0.0869833305478096,14.076566277567546,0.029999999329447746,2.3025851249694824
0.03819999843835831,13.961578945922852,0.040283333510160446,13.954561011250814,0.07999999821186066,2.3025851249694824
0.028300000354647636,14.139000408935546,0.02811666578054428,14.068739248657227,0.10000000149011612,2.3025851249694824
0.09920000284910202,14.181255751037599,0.09989999979734421,14.080975737508139,0.07000000029802322,2.3025851249694824
0.07460000365972519,14.055823609924316,0.06673333048820496,14.1575710840861,0.05999999865889549,2.3025851249694824
