unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
60.9283447265625,60.9375,[7 8 2],[3 3 7]
69.8638916015625,69.873046875,[8 3 3],[3 9 4]
49.9053955078125,49.91455078125,[6 8 9],[3 3 2]
82.305908203125,82.3150634765625,[0 9 8],[2 5 3]
85.4736328125,85.4827880859375,[6 1 3],[9 4 2]
64.7552490234375,64.764404296875,[7 5 6],[2 9 9]
52.5970458984375,52.606201171875,[8 3 2],[3 0 0]
88.7054443359375,88.714599609375,[4 5 6],[5 9 0]
63.665771484375,63.6749267578125,[3 7 5],[2 2 9]
88.8427734375,88.8519287109375,[1 2 7],[4 0 9]
62.43896484375,62.4481201171875,[9 2 5],[3 3 9]
52.6885986328125,52.69775390625,[3 8 8],[2 3 4]
81.11572265625,81.1248779296875,[8 0 6],[4 3 9]
56.57958984375,56.5887451171875,[3 3 8],[9 9 4]
84.6771240234375,84.686279296875,[5 8 1],[9 3 4]
89.1265869140625,89.1357421875,[3 1 3],[2 3 9]
132.183837890625,132.1929931640625,[3 3 9],[9 4 3]
55.6549072265625,55.6640625,[0 3 8],[9 9 3]
51.52587890625,51.5350341796875,[8 0 8],[3 2 3]
106.6680908203125,106.67724609375,[2 2 3],[3 0 2]
56.6619873046875,56.671142578125,[0 0 9],[2 3 3]
66.9891357421875,66.998291015625,[5 7 6],[8 3 3]
55.023193359375,55.0323486328125,[9 0 6],[3 3 9]
87.322998046875,87.3321533203125,[6 1 9],[9 3 5]
59.0606689453125,59.06982421875,[1 7 2],[4 3 3]
59.5184326171875,59.527587890625,[3 5 3],[2 9 9]
59.94873046875,59.9578857421875,[1 0 0],[4 3 2]
26.312255859375,26.3214111328125,[8 8 4],[3 3 3]
80.218505859375,80.2276611328125,[3 6 4],[2 9 8]
54.656982421875,54.6661376953125,[9 6 0],[3 3 2]
58.575439453125,58.5845947265625,[3 3 1],[9 9 4]
30.0018310546875,30.010986328125,[1 0 8],[3 3 3]
58.026123046875,58.0352783203125,[3 2 0],[2 9 9]
31.97021484375,31.9793701171875,[3 7 9],[2 2 2]
54.3182373046875,54.327392578125,[4 9 8],[5 3 5]
83.880615234375,83.8897705078125,[8 3 2],[3 0 7]
82.91015625,82.9193115234375,[9 5 8],[3 9 4]
147.1435546875,147.1527099609375,[9 2 3],[2 9 4]
57.8704833984375,57.879638671875,[3 0 3],[9 2 9]
87.506103515625,87.5152587890625,[9 4 0],[2 3 5]
90.3717041015625,90.380859375,[3 0 5],[4 2 9]
90.6463623046875,90.655517578125,[0 2 7],[3 9 2]
57.952880859375,57.9620361328125,[0 9 1],[2 2 3]
80.6304931640625,80.6396484375,[3 4 1],[4 8 4]
108.1878662109375,108.197021484375,[2 9 0],[9 3 2]
54.7210693359375,54.730224609375,[9 0 8],[3 9 3]
97.08251953125,97.0916748046875,[9 8 3],[2 3 9]
153.076171875,153.0853271484375,[2 9 5],[5 2 9]
55.810546875,55.8197021484375,[8 3 5],[3 9 9]
81.9671630859375,81.976318359375,[3 1 2],[0 3 3]
153.18603515625,153.1951904296875,[5 3 9],[2 9 3]
53.9337158203125,53.94287109375,[6 0 6],[9 2 9]
92.54150390625,92.5506591796875,[3 1 5],[2 4 9]
68.44482421875,68.4539794921875,[8 3 3],[3 9 4]
80.181884765625,80.1910400390625,[4 9 7],[5 3 6]
57.97119140625,57.9803466796875,[3 6 0],[9 9 2]
83.45947265625,83.4686279296875,[8 1 3],[3 4 2]
53.3477783203125,53.35693359375,[8 2 8],[3 9 3]
30.9356689453125,30.94482421875,[3 3 3],[4 4 9]
84.356689453125,84.3658447265625,[0 6 4],[3 9 8]
53.4393310546875,53.448486328125,[4 4 9],[3 3 5]
81.48193359375,81.4910888671875,[6 5 9],[3 9 2]
82.50732421875,82.5164794921875,[9 2 3],[5 9 9]
55.1513671875,55.1605224609375,[8 8 3],[4 3 0]
82.1868896484375,82.196044921875,[3 6 1],[4 0 9]
107.720947265625,107.7301025390625,[9 6 3],[3 9 0]
131.3690185546875,131.378173828125,[2 5 9],[0 9 5]
59.3536376953125,59.36279296875,[3 1 3],[2 4 2]
84.283447265625,84.2926025390625,[1 2 4],[4 9 8]
84.393310546875,84.4024658203125,[3 7 0],[0 2 9]
83.8531494140625,83.8623046875,[9 2 1],[5 3 4]
81.8572998046875,81.866455078125,[0 6 3],[2 9 0]
91.7816162109375,91.790771484375,[5 7 0],[2 3 5]
87.63427734375,87.6434326171875,[4 5 3],[8 2 4]
82.8369140625,82.8460693359375,[4 9 0],[8 2 5]
97.7874755859375,97.796630859375,[9 3 0],[2 9 3]
56.6802978515625,56.689453125,[2 2 0],[0 5 3]
30.4595947265625,30.46875,[0 3 3],[9 9 9]
75.714111328125,75.7232666015625,[6 4 8],[9 8 3]
55.9661865234375,55.975341796875,[0 0 9],[5 9 2]
85.968017578125,85.9771728515625,[3 0 3],[4 3 2]
60.9283447265625,60.9375,[2 1 1],[7 4 4]
78.0029296875,78.0120849609375,[4 3 6],[3 2 9]
59.72900390625,59.7381591796875,[3 2 3],[9 9 2]
58.099365234375,58.1085205078125,[4 3 4],[3 9 8]
50.518798828125,50.5279541015625,[3 6 8],[9 9 3]
88.3026123046875,88.311767578125,[2 3 1],[3 0 4]
90.0604248046875,90.069580078125,[3 1 5],[0 4 2]
82.6171875,82.6263427734375,[3 1 8],[9 4 3]
75.0823974609375,75.091552734375,[3 6 9],[4 9 2]
56.7901611328125,56.79931640625,[7 4 0],[6 3 3]
63.31787109375,63.3270263671875,[2 1 0],[9 3 3]
51.617431640625,51.6265869140625,[8 6 8],[4 9 3]
52.5054931640625,52.5146484375,[9 8 8],[3 4 3]
31.0821533203125,31.09130859375,[9 8 7],[3 3 3]
94.1802978515625,94.189453125,[0 5 3],[3 8 2]
84.283447265625,84.2926025390625,[4 3 9],[8 4 2]
91.9830322265625,91.9921875,[5 3 0],[2 9 4]
57.6324462890625,57.6416015625,[2 1 2],[3 4 3]
51.89208984375,51.9012451171875,[6 8 9],[0 3 3]
86.1602783203125,86.16943359375,[3 9 7],[9 2 9]
76.3916015625,76.4007568359375,[9 4 6],[2 8 0]
86.3250732421875,86.334228515625,[8 2 5],[3 5 9]
89.53857421875,89.5477294921875,[0 4 5],[4 3 2]
86.3067626953125,86.31591796875,[3 0 7],[4 5 2]
61.1297607421875,61.138916015625,[0 0 1],[4 2 9]
54.949951171875,54.9591064453125,[9 1 4],[3 4 3]
61.0931396484375,61.102294921875,[8 7 1],[3 9 3]
29.5166015625,29.5257568359375,[3 3 3],[0 0 9]
84.796142578125,84.8052978515625,[4 7 9],[8 3 5]
88.6962890625,88.7054443359375,[5 4 3],[9 3 2]
60.223388671875,60.2325439453125,[3 2 3],[2 9 0]
90.2069091796875,90.216064453125,[7 1 2],[3 4 9]
99.6185302734375,99.627685546875,[9 3 6],[3 2 9]
172.6593017578125,172.66845703125,[9 3 2],[3 9 7]
57.440185546875,57.4493408203125,[3 1 3],[9 4 0]
80.6396484375,80.6488037109375,[1 3 8],[4 9 3]
56.1492919921875,56.158447265625,[3 3 7],[9 0 2]
58.7127685546875,58.721923828125,[7 3 7],[6 9 2]
56.94580078125,56.9549560546875,[1 8 4],[9 3 3]
54.4647216796875,54.473876953125,[4 4 6],[3 8 9]
61.3861083984375,61.395263671875,[9 9 1],[2 2 9]
88.7969970703125,88.80615234375,[0 7 1],[3 9 4]
76.5838623046875,76.593017578125,[6 4 8],[9 3 4]
60.24169921875,60.2508544921875,[8 2 0],[3 9 3]
141.1651611328125,141.17431640625,[0 3 3],[3 9 0]
136.962890625,136.9720458984375,[4 2 7],[8 7 2]
95.03173828125,95.0408935546875,[4 8 3],[8 3 0]
94.793701171875,94.8028564453125,[0 5 3],[2 8 9]
59.2987060546875,59.307861328125,[8 4 5],[3 3 9]
103.2806396484375,103.289794921875,[9 4 3],[2 3 9]
77.0233154296875,77.032470703125,[3 5 8],[4 9 3]
58.831787109375,58.8409423828125,[3 9 7],[9 2 2]
55.3619384765625,55.37109375,[8 9 2],[3 6 3]
54.345703125,54.3548583984375,[6 6 7],[9 0 2]
54.144287109375,54.1534423828125,[8 2 9],[3 9 3]
80.6854248046875,80.694580078125,[9 7 3],[2 3 4]
56.5155029296875,56.524658203125,[7 3 3],[6 9 4]
59.9853515625,59.9945068359375,[9 3 9],[2 9 2]
94.317626953125,94.3267822265625,[5 9 3],[9 3 2]
103.546142578125,103.5552978515625,[0 9 3],[2 3 0]
83.184814453125,83.1939697265625,[4 7 8],[8 2 3]
78.77197265625,78.7811279296875,[2 8 9],[7 5 2]
92.2760009765625,92.28515625,[9 7 5],[5 3 2]
58.4381103515625,58.447265625,[8 1 2],[3 3 9]
61.7523193359375,61.761474609375,[0 3 9],[5 9 5]
99.8748779296875,99.884033203125,[9 7 3],[3 9 0]
163.568115234375,163.5772705078125,[3 9 2],[9 3 5]
102.5848388671875,102.593994140625,[9 2 5],[2 5 2]
82.452392578125,82.4615478515625,[1 0 3],[3 3 9]
55.40771484375,55.4168701171875,[9 1 1],[3 9 3]
78.80859375,78.8177490234375,[8 6 1],[3 0 4]
88.275146484375,88.2843017578125,[5 9 7],[9 3 2]
63.665771484375,63.6749267578125,[5 2 4],[9 9 8]
83.111572265625,83.1207275390625,[7 3 8],[2 9 3]
54.217529296875,54.2266845703125,[9 7 8],[2 3 3]
84.100341796875,84.1094970703125,[0 8 7],[2 5 9]
58.5845947265625,58.59375,[8 0 7],[3 9 3]
86.700439453125,86.7095947265625,[1 0 4],[4 5 3]
126.800537109375,126.8096923828125,[3 9 8],[9 3 3]
56.3873291015625,56.396484375,[1 9 9],[4 5 3]
88.9068603515625,88.916015625,[1 7 2],[4 9 0]
53.778076171875,53.7872314453125,[3 9 3],[2 6 0]
59.527587890625,59.5367431640625,[3 3 2],[9 2 5]
76.1627197265625,76.171875,[8 3 9],[4 0 2]
53.3660888671875,53.375244140625,[9 8 0],[2 3 2]
107.2998046875,107.3089599609375,[5 3 9],[9 9 5]
84.33837890625,84.3475341796875,[3 2 9],[9 9 5]
58.63037109375,58.6395263671875,[8 0 2],[3 3 9]
29.827880859375,29.8370361328125,[9 2 7],[3 3 3]
52.25830078125,52.2674560546875,[0 8 0],[2 3 3]
62.457275390625,62.4664306640625,[6 5 6],[9 8 3]
67.840576171875,67.8497314453125,[5 9 9],[9 2 6]
58.5113525390625,58.5205078125,[3 5 3],[2 2 4]
53.6041259765625,53.61328125,[8 0 9],[3 2 3]
84.466552734375,84.4757080078125,[3 7 0],[2 6 5]
105.816650390625,105.8258056640625,[3 2 0],[9 0 3]
82.379150390625,82.3883056640625,[4 8 2],[8 3 7]
64.8193359375,64.8284912109375,[1 2 0],[3 9 9]
84.5855712890625,84.5947265625,[6 7 3],[0 2 9]
61.2030029296875,61.212158203125,[3 3 2],[9 9 5]
57.806396484375,57.8155517578125,[1 3 2],[4 9 9]
59.2987060546875,59.307861328125,[3 3 7],[4 9 2]
76.4923095703125,76.50146484375,[9 3 8],[3 0 3]
74.4415283203125,74.45068359375,[3 8 2],[4 3 3]
56.14013671875,56.1492919921875,[1 3 3],[4 0 4]
102.8594970703125,102.86865234375,[3 9 6],[2 3 9]
59.6832275390625,59.6923828125,[4 2 2],[8 9 5]
91.80908203125,91.8182373046875,[5 7 2],[2 2 3]
161.42578125,161.4349365234375,[3 9 4],[9 3 8]
29.69970703125,29.7088623046875,[4 8 7],[3 3 3]
157.525634765625,157.5347900390625,[6 9 8],[9 6 3]
28.6376953125,28.6468505859375,[3 3 3],[0 4 9]
60.3515625,60.3607177734375,[5 8 6],[9 3 3]
82.012939453125,82.0220947265625,[7 8 3],[3 3 4]
55.0506591796875,55.059814453125,[7 8 3],[2 3 2]
165.3533935546875,165.362548828125,[3 9 1],[9 3 4]
84.9334716796875,84.942626953125,[3 7 2],[4 2 9]
78.9825439453125,78.99169921875,[7 6 4],[6 0 3]
78.021240234375,78.0303955078125,[3 8 1],[0 3 4]
59.0606689453125,59.06982421875,[7 1 2],[3 4 3]
63.97705078125,63.9862060546875,[0 0 5],[4 5 9]
75.6317138671875,75.640869140625,[3 9 4],[0 2 3]
80.511474609375,80.5206298828125,[8 7 9],[4 3 5]
56.9915771484375,57.000732421875,[8 9 5],[3 2 2]
59.8297119140625,59.8388671875,[6 5 6],[1 9 9]
53.192138671875,53.2012939453125,[8 2 3],[3 9 9]
97.174072265625,97.1832275390625,[1 3 5],[3 0 9]
101.6326904296875,101.641845703125,[2 3 9],[9 0 3]
52.7618408203125,52.77099609375,[8 3 8],[3 0 4]
51.8646240234375,51.873779296875,[2 8 3],[9 3 9]
81.9854736328125,81.99462890625,[9 6 2],[6 1 5]
82.5714111328125,82.58056640625,[8 2 3],[3 7 9]
88.5040283203125,88.51318359375,[6 5 0],[9 2 4]
80.6304931640625,80.6396484375,[3 1 2],[9 3 3]
81.3446044921875,81.353759765625,[1 8 3],[3 3 4]
55.95703125,55.9661865234375,[3 7 6],[9 9 3]
89.1632080078125,89.17236328125,[4 5 7],[8 9 2]
56.744384765625,56.7535400390625,[1 3 1],[3 9 4]
57.916259765625,57.9254150390625,[4 2 7],[3 3 2]
55.096435546875,55.1055908203125,[1 3 6],[4 4 9]
66.4947509765625,66.50390625,[5 0 1],[9 2 9]
30.6427001953125,30.65185546875,[9 4 0],[3 3 3]
57.8338623046875,57.843017578125,[2 7 9],[3 2 3]
30.9356689453125,30.94482421875,[3 3 3],[0 9 4]
77.8564453125,77.8656005859375,[9 8 3],[3 3 2]
151.336669921875,151.3458251953125,[0 3 8],[3 0 3]
89.4012451171875,89.410400390625,[1 6 5],[3 9 2]
60.223388671875,60.2325439453125,[5 9 0],[9 3 3]
84.8602294921875,84.869384765625,[0 2 4],[3 5 8]
130.3802490234375,130.389404296875,[3 4 3],[2 3 4]
102.86865234375,102.8778076171875,[2 3 9],[9 2 6]
58.648681640625,58.6578369140625,[7 3 6],[9 9 1]
84.33837890625,84.3475341796875,[3 6 9],[9 9 2]
92.779541015625,92.7886962890625,[3 1 9],[2 3 5]
60.7177734375,60.7269287109375,[2 0 3],[9 3 9]
80.914306640625,80.9234619140625,[7 3 8],[2 4 3]
87.3138427734375,87.322998046875,[0 7 4],[3 9 8]
77.3712158203125,77.38037109375,[6 9 8],[9 2 3]
55.5450439453125,55.55419921875,[7 3 6],[2 2 0]
114.2852783203125,114.29443359375,[9 2 5],[2 9 9]
86.09619140625,86.1053466796875,[3 6 7],[4 1 2]
80.7952880859375,80.804443359375,[2 3 4],[0 9 3]
119.989013671875,119.9981689453125,[9 3 1],[3 9 3]
87.4969482421875,87.506103515625,[5 1 8],[8 4 3]
124.163818359375,124.1729736328125,[9 3 2],[3 9 9]
87.1673583984375,87.176513671875,[3 9 4],[9 5 8]
56.2774658203125,56.28662109375,[6 3 3],[9 2 4]
32.0159912109375,32.025146484375,[8 1 7],[3 3 3]
60.6719970703125,60.68115234375,[5 3 8],[9 9 3]
84.027099609375,84.0362548828125,[9 1 6],[2 4 9]
62.054443359375,62.0635986328125,[3 5 3],[4 2 9]
68.0511474609375,68.060302734375,[3 8 3],[9 3 2]
61.3861083984375,61.395263671875,[3 9 7],[2 2 9]
140.625,140.6341552734375,[3 4 4],[4 3 3]
78.0303955078125,78.03955078125,[6 4 3],[3 3 2]
54.4647216796875,54.473876953125,[4 6 4],[8 9 3]
68.29833984375,68.3074951171875,[5 1 4],[2 3 3]
65.5792236328125,65.58837890625,[7 5 1],[2 9 9]
78.7261962890625,78.7353515625,[3 6 8],[0 9 5]
54.931640625,54.9407958984375,[6 1 1],[9 9 3]
30.194091796875,30.2032470703125,[1 0 8],[3 3 3]
58.538818359375,58.5479736328125,[0 4 3],[9 8 9]
85.2447509765625,85.25390625,[7 9 1],[6 5 9]
84.375,84.3841552734375,[2 9 7],[5 2 2]
83.294677734375,83.3038330078125,[9 0 3],[2 5 4]
61.651611328125,61.6607666015625,[3 2 3],[9 5 0]
104.26025390625,104.2694091796875,[2 3 1],[5 2 3]
56.8817138671875,56.890869140625,[2 0 2],[9 3 3]
60.0860595703125,60.09521484375,[9 3 9],[2 9 2]
56.8634033203125,56.87255859375,[1 1 7],[4 3 3]
90.2618408203125,90.27099609375,[4 5 0],[8 9 3]
79.94384765625,79.9530029296875,[2 2 7],[5 3 2]
83.203125,83.2122802734375,[3 8 2],[9 3 5]
88.714599609375,88.7237548828125,[8 2 5],[4 3 2]
80.126953125,80.1361083984375,[3 0 6],[0 4 9]
56.671142578125,56.6802978515625,[9 0 5],[3 3 9]
88.6688232421875,88.677978515625,[4 5 3],[8 2 0]
30.6427001953125,30.65185546875,[2 8 0],[3 3 3]
66.064453125,66.0736083984375,[1 2 1],[4 5 3]
60.333251953125,60.3424072265625,[0 3 3],[5 2 0]
56.7169189453125,56.72607421875,[4 7 3],[3 9 9]
60.040283203125,60.0494384765625,[9 7 4],[2 2 8]
51.7822265625,51.7913818359375,[1 8 1],[4 3 3]
93.8140869140625,93.8232421875,[3 5 0],[9 8 3]
65.44189453125,65.4510498046875,[0 2 5],[9 5 9]
148.095703125,148.1048583984375,[2 5 0],[0 9 2]
76.190185546875,76.1993408203125,[0 4 3],[3 3 9]
68.170166015625,68.1793212890625,[3 3 8],[9 2 3]
132.0556640625,132.0648193359375,[5 9 7],[9 5 2]
30.6427001953125,30.65185546875,[0 8 4],[3 3 3]
128.997802734375,129.0069580078125,[4 3 4],[3 4 8]
151.629638671875,151.6387939453125,[2 9 1],[9 2 4]
84.613037109375,84.6221923828125,[7 4 9],[2 8 6]
34.2498779296875,34.259033203125,[3 2 5],[9 9 9]
59.234619140625,59.2437744140625,[9 5 9],[6 2 3]
63.372802734375,63.3819580078125,[5 3 3],[2 0 9]
90.2069091796875,90.216064453125,[9 7 3],[2 3 9]
139.92919921875,139.9383544921875,[9 8 3],[3 3 9]
89.4927978515625,89.501953125,[3 5 4],[0 2 3]
106.146240234375,106.1553955078125,[7 2 3],[3 5 2]
87.6708984375,87.6800537109375,[1 4 2],[4 8 5]
84.5123291015625,84.521484375,[7 1 4],[2 4 8]
87.890625,87.8997802734375,[1 4 6],[3 8 9]
83.8714599609375,83.880615234375,[5 7 9],[9 6 3]
68.6370849609375,68.646240234375,[8 3 3],[3 0 2]
57.71484375,57.7239990234375,[7 4 7],[9 3 6]
29.8919677734375,29.901123046875,[2 3 3],[9 9 9]
79.2938232421875,79.302978515625,[3 2 7],[0 3 3]
52.532958984375,52.5421142578125,[9 9 8],[2 2 3]
78.131103515625,78.1402587890625,[7 8 3],[9 3 0]
88.0645751953125,88.07373046875,[0 7 1],[5 2 4]
59.1796875,59.1888427734375,[2 1 3],[9 4 9]
60.7269287109375,60.736083984375,[7 7 4],[6 9 8]
76.904296875,76.9134521484375,[3 5 8],[4 9 3]
107.6019287109375,107.611083984375,[4 8 8],[8 3 4]
53.411865234375,53.4210205078125,[0 8 6],[3 5 3]
31.0821533203125,31.09130859375,[4 7 0],[3 3 3]
88.0096435546875,88.018798828125,[8 3 5],[3 4 9]
51.9012451171875,51.910400390625,[3 2 8],[0 0 5]
52.972412109375,52.9815673828125,[8 2 9],[3 5 5]
82.5347900390625,82.5439453125,[9 0 1],[2 3 4]
55.2703857421875,55.279541015625,[9 3 0],[2 0 2]
63.7847900390625,63.7939453125,[1 6 0],[3 9 9]
58.172607421875,58.1817626953125,[9 0 7],[2 9 2]
59.7015380859375,59.710693359375,[6 2 1],[9 9 4]
60.479736328125,60.4888916015625,[4 8 5],[3 3 2]
53.13720703125,53.1463623046875,[8 8 0],[3 3 4]
91.00341796875,91.0125732421875,[9 3 2],[5 9 3]
125.665283203125,125.6744384765625,[9 3 9],[5 9 3]
52.2674560546875,52.276611328125,[9 4 4],[3 8 3]
76.7852783203125,76.79443359375,[3 8 6],[2 3 9]
47.406005859375,47.4151611328125,[9 8 8],[2 3 3]
88.4765625,88.4857177734375,[7 9 5],[2 3 9]
76.8310546875,76.8402099609375,[8 7 6],[3 2 0]
77.142333984375,77.1514892578125,[4 8 3],[8 5 9]
82.635498046875,82.6446533203125,[1 3 9],[4 2 5]
53.045654296875,53.0548095703125,[8 7 8],[3 2 3]
81.8572998046875,81.866455078125,[7 8 4],[9 3 8]
93.20068359375,93.2098388671875,[7 3 5],[3 2 9]
92.2943115234375,92.303466796875,[7 3 2],[3 9 5]
82.5897216796875,82.598876953125,[9 7 6],[5 2 3]
57.4951171875,57.5042724609375,[7 3 6],[9 9 0]
66.668701171875,66.6778564453125,[5 2 2],[9 5 5]
60.5804443359375,60.589599609375,[9 1 9],[6 3 2]
80.4656982421875,80.474853515625,[8 3 0],[3 2 9]
53.1646728515625,53.173828125,[8 8 1],[3 3 4]
56.488037109375,56.4971923828125,[4 4 3],[8 3 9]
58.3740234375,58.3831787109375,[3 1 2],[2 9 9]
54.7943115234375,54.803466796875,[3 1 8],[9 9 3]
85.6109619140625,85.6201171875,[6 5 8],[9 2 4]
58.7677001953125,58.77685546875,[1 0 4],[9 3 3]
107.5469970703125,107.55615234375,[3 0 2],[4 3 0]
90.27099609375,90.2801513671875,[3 1 5],[4 9 2]
55.206298828125,55.2154541015625,[8 8 3],[3 3 9]
47.515869140625,47.5250244140625,[8 8 6],[3 3 9]
34.881591796875,34.8907470703125,[1 0 9],[3 3 3]
